order_id,fpga_1_ts,fpga_2_ts
763,0.763,0.76300763000763
764,0.764,0.76400764000764
765,0.765,0.76500765000765
766,0.766,0.7660076600076601
767,0.767,0.76700767000767
768,0.768,0.76800768000768
769,0.769,0.76900769000769
770,0.77,0.7700077000077
771,0.771,0.7710077100077101
772,0.772,0.77200772000772
773,0.773,0.77300773000773
774,0.774,0.77400774000774
775,0.775,0.77500775000775
776,0.776,0.7760077600077601
777,0.777,0.77700777000777
778,0.778,0.77800778000778
779,0.779,0.7790077900077901
780,0.78,0.7800078000078
781,0.781,0.78100781000781
782,0.782,0.78200782000782
783,0.783,0.78300783000783
784,0.784,0.7840078400078401
785,0.785,0.78500785000785
786,0.786,0.78600786000786
787,0.787,0.7870078700078701
788,0.788,0.78800788000788
789,0.789,0.7890078900078901
790,0.79,0.7900079000079
791,0.791,0.79100791000791
792,0.792,0.7920079200079201
793,0.793,0.79300793000793
794,0.794,0.7940079400079401
795,0.795,0.79500795000795
796,0.796,0.79600796000796
797,0.797,0.7970079700079701
798,0.798,0.79800798000798
799,0.799,0.79900799000799
800,0.8,0.8000080000080001
801,0.801,0.80100801000801
802,0.802,0.8020080200080201
803,0.803,0.80300803000803
804,0.804,0.80400804000804
805,0.805,0.8050080500080501
806,0.806,0.80600806000806
807,0.807,0.8070080700080701
808,0.808,0.8080080800080801
809,0.809,0.80900809000809
810,0.81,0.8100081000081001
811,0.811,0.81100811000811
812,0.812,0.8120081200081201
813,0.813,0.81300813000813
814,0.814,0.8140081400081399
815,0.815,0.81500815000815
816,0.816,0.81600816000816
817,0.817,0.8170081700081699
818,0.818,0.81800818000818
819,0.819,0.8190081900081899
820,0.82,0.8200082000082
821,0.821,0.82100821000821
822,0.822,0.8220082200082199
823,0.823,0.82300823000823
824,0.824,0.8240082400082399
825,0.825,0.82500825000825
826,0.826,0.82600826000826
827,0.827,0.8270082700082699
828,0.828,0.82800828000828
829,0.829,0.82900829000829
830,0.83,0.8300083000083
831,0.831,0.83100831000831
832,0.832,0.8320083200083199
833,0.833,0.83300833000833
834,0.834,0.83400834000834
835,0.835,0.8350083500083499
836,0.836,0.83600836000836
837,0.837,0.83700837000837
838,0.838,0.83800838000838
839,0.839,0.83900839000839
840,0.84,0.8400084000083999
841,0.841,0.84100841000841
842,0.842,0.84200842000842
843,0.843,0.84300843000843
844,0.844,0.84400844000844
845,0.845,0.8450084500084499
846,0.846,0.84600846000846
847,0.847,0.84700847000847
848,0.848,0.84800848000848
849,0.849,0.84900849000849
850,0.85,0.8500085000085
851,0.851,0.85100851000851
852,0.852,0.85200852000852
853,0.853,0.8530085300085299
854,0.854,0.85400854000854
855,0.855,0.85500855000855
856,0.856,0.85600856000856
857,0.857,0.85700857000857
858,0.858,0.85800858000858
859,0.859,0.85900859000859
860,0.86,0.8600086000086
861,0.861,0.86100861000861
862,0.862,0.86200862000862
863,0.863,0.86300863000863
864,0.864,0.86400864000864
865,0.865,0.86500865000865
866,0.866,0.86600866000866
867,0.867,0.86700867000867
868,0.868,0.86800868000868
869,0.869,0.86900869000869
870,0.87,0.8700087000087
871,0.871,0.87100871000871
872,0.872,0.87200872000872
873,0.873,0.87300873000873
874,0.874,0.87400874000874
875,0.875,0.87500875000875
876,0.876,0.87600876000876
877,0.877,0.87700877000877
878,0.878,0.87800878000878
879,0.879,0.8790087900087901
880,0.88,0.8800088000088
881,0.881,0.88100881000881
882,0.882,0.88200882000882
883,0.883,0.88300883000883
884,0.884,0.8840088400088401
885,0.885,0.88500885000885
886,0.886,0.88600886000886
887,0.887,0.88700887000887
888,0.888,0.88800888000888
889,0.889,0.88900889000889
890,0.89,0.8900089000089
891,0.891,0.89100891000891
892,0.892,0.8920089200089201
893,0.893,0.89300893000893
894,0.894,0.89400894000894
895,0.895,0.89500895000895
896,0.896,0.89600896000896
897,0.897,0.8970089700089701
898,0.898,0.89800898000898
899,0.899,0.89900899000899
900,0.9,0.9000090000090001
901,0.901,0.90100901000901
902,0.902,0.90200902000902
903,0.903,0.90300903000903
904,0.904,0.90400904000904
905,0.905,0.90500905000905
906,0.906,0.90600906000906
907,0.907,0.90700907000907
908,0.908,0.90800908000908
909,0.909,0.90900909000909
910,0.91,0.9100091000091
911,0.911,0.91100911000911
912,0.912,0.91200912000912
913,0.913,0.91300913000913
914,0.914,0.91400914000914
915,0.915,0.91500915000915
916,0.916,0.91600916000916
917,0.917,0.91700917000917
918,0.918,0.91800918000918
919,0.919,0.91900919000919
920,0.92,0.9200092000092
921,0.921,0.92100921000921
922,0.922,0.92200922000922
923,0.923,0.92300923000923
924,0.924,0.92400924000924
925,0.925,0.92500925000925
926,0.926,0.92600926000926
927,0.927,0.92700927000927
928,0.928,0.92800928000928
929,0.929,0.92900929000929
930,0.93,0.9300093000093
931,0.931,0.93100931000931
932,0.932,0.93200932000932
933,0.933,0.93300933000933
934,0.934,0.93400934000934
935,0.935,0.93500935000935
936,0.936,0.93600936000936
937,0.937,0.93700937000937
938,0.938,0.93800938000938
939,0.939,0.93900939000939
940,0.94,0.9400094000094
941,0.941,0.94100941000941
942,0.942,0.94200942000942
943,0.943,0.94300943000943
944,0.944,0.94400944000944
945,0.945,0.94500945000945
946,0.946,0.94600946000946
947,0.947,0.94700947000947
948,0.948,0.94800948000948
949,0.949,0.94900949000949
950,0.95,0.9500095000095
951,0.951,0.95100951000951
952,0.952,0.95200952000952
953,0.953,0.95300953000953
954,0.954,0.95400954000954
955,0.955,0.95500955000955
956,0.956,0.95600956000956
957,0.957,0.95700957000957
958,0.958,0.95800958000958
959,0.959,0.95900959000959
960,0.96,0.9600096000096
961,0.961,0.96100961000961
962,0.962,0.96200962000962
963,0.963,0.96300963000963
964,0.964,0.96400964000964
965,0.965,0.96500965000965
966,0.966,0.96600966000966
967,0.967,0.96700967000967
968,0.968,0.96800968000968
969,0.969,0.96900969000969
970,0.97,0.9700097000097
971,0.971,0.97100971000971
972,0.972,0.97200972000972
973,0.973,0.97300973000973
974,0.974,0.97400974000974
975,0.975,0.97500975000975
976,0.976,0.97600976000976
977,0.977,0.97700977000977
978,0.978,0.97800978000978
979,0.979,0.97900979000979
980,0.98,0.9800098000098
981,0.981,0.98100981000981
982,0.982,0.98200982000982
983,0.983,0.98300983000983
984,0.984,0.98400984000984
985,0.985,0.98500985000985
986,0.986,0.98600986000986
