sample,signal_a_time,signal_b_time,delay_ns
48,153.6840851940673,154.1840851940673,0.5
49,156.46307353708426,156.96307353708426,0.5
50,160.08081839403894,160.58081839403894,0.5
51,163.13930517607994,163.63930517607994,0.5
52,166.28125726410522,166.78125726410522,0.5
53,169.73929695393778,170.23929695393778,0.5
54,173.023481632672,173.523481632672,0.5
55,176.20385778399924,176.70385778399924,0.5
56,179.05007828753466,179.55007828753466,0.5
57,182.35639934901218,182.85639934901218,0.5
58,185.6848145424663,186.1848145424663,0.5
59,189.01399091361327,189.51399091361327,0.5
60,191.92336707262297,192.42336707262297,0.5
61,195.18239015686245,195.68239015686245,0.5
62,198.1985749893972,198.6985749893972,0.5
63,201.38092069138548,201.88092069138548,0.5
64,204.98298721268364,205.48298721268364,0.5
65,208.29205008592217,208.79205008592217,0.5
66,211.20672008789515,211.70672008789515,0.5
67,214.6221487237928,215.1221487237928,0.5
68,217.69408938122712,218.19408938122712,0.5
69,220.69305825729978,221.19305825729978,0.5
70,224.09468136132568,224.59468136132568,0.5
71,227.5303295855204,228.0303295855204,0.5
72,230.41587709640842,230.91587709640842,0.5
73,233.9362910673964,234.4362910673964,0.5
74,236.29973334741885,236.79973334741885,0.5
75,240.18838290111506,240.68838290111506,0.5
76,243.24173184589085,243.74173184589085,0.5
77,246.36484099415324,246.86484099415324,0.5
78,249.64331465155672,250.14331465155672,0.5
79,252.42776874533263,252.92776874533263,0.5
80,255.9816681826885,256.4816681826885,0.5
81,259.2973451065616,259.7973451065616,0.5
82,262.72182143321066,263.22182143321066,0.5
83,265.5229086126109,266.0229086126109,0.5
84,268.6651839676902,269.1651839676902,0.5
85,271.9268513115551,272.4268513115551,0.5
86,275.4106031758156,275.9106031758156,0.5
87,278.49359300621035,278.99359300621035,0.5
88,281.5222107755282,282.0222107755282,0.5
89,284.9311363349075,285.4311363349075,0.5
90,288.0482183901576,288.5482183901576,0.5
91,291.42285191039775,291.92285191039775,0.5
92,294.2890323255189,294.7890323255189,0.5
93,297.5642305469781,298.0642305469781,0.5
94,300.75166137767434,301.25166137767434,0.5
95,303.7377000506776,304.2377000506776,0.5
96,307.28994712772015,307.78994712772015,0.5
97,310.4832541587464,310.9832541587464,0.5
98,313.6323858276421,314.1323858276421,0.5
99,316.7847657416418,317.2847657416418,0.5
100,319.7489290519099,320.2489290519099,0.5
101,323.14819416777016,323.64819416777016,0.5
102,326.3641003610211,326.8641003610211,0.5
103,329.47250784248524,329.97250784248524,0.5
104,332.8010261859996,333.3010261859996,0.5
105,336.1144135316989,336.6144135316989,0.5
106,339.6111605725813,340.1111605725813,0.5
107,342.4691589869088,342.9691589869088,0.5
108,345.68607353449016,346.18607353449016,0.5
109,348.81999430519556,349.31999430519556,0.5
110,351.6514492772922,352.1514492772922,0.5
111,355.2302207772654,355.7302207772654,0.5
112,358.4478896263466,358.9478896263466,0.5
113,362.12881203885865,362.62881203885865,0.5
114,364.7980114554086,365.2980114554086,0.5
115,368.0971131488347,368.5971131488347,0.5
116,371.2301813584302,371.7301813584302,0.5
117,374.20370813685054,374.70370813685054,0.5
118,377.8663283392806,378.3663283392806,0.5
119,380.9884704149182,381.4884704149182,0.5
120,384.19661022979267,384.69661022979267,0.5
121,387.0568463814283,387.5568463814283,0.5
122,390.7196027665776,391.2196027665776,0.5
123,393.35899372383517,393.85899372383517,0.5
124,396.95705538715686,397.45705538715686,0.5
125,400.478095125562,400.978095125562,0.5
126,403.0422167673771,403.5422167673771,0.5
127,406.32738451848587,406.82738451848587,0.5
128,409.6608943694271,410.1608943694271,0.5
129,412.7405889975896,413.2405889975896,0.5
130,415.73147147420275,416.23147147420275,0.5
131,419.2556367873804,419.7556367873804,0.5
132,422.2297834816772,422.7297834816772,0.5
133,425.7372827425526,426.2372827425526,0.5
134,428.65899944158207,429.15899944158207,0.5
135,432.35319120143555,432.85319120143555,0.5
136,435.08687369396796,435.58687369396796,0.5
137,438.3794320811973,438.8794320811973,0.5
138,441.8068678599156,442.3068678599156,0.5
139,444.598311585158,445.098311585158,0.5
140,448.09029646736883,448.59029646736883,0.5
141,451.5065530633077,452.0065530633077,0.5
142,454.12394789754217,454.62394789754217,0.5
143,457.6826913481641,458.1826913481641,0.5
144,460.8980611673105,461.3980611673105,0.5
145,464.20276921481945,464.70276921481945,0.5
146,466.9993345302916,467.4993345302916,0.5
147,470.18295338185357,470.68295338185357,0.5
148,473.75175304959697,474.25175304959697,0.5
149,476.9070817031235,477.4070817031235,0.5
150,480.0981033705492,480.5981033705492,0.5
151,483.3176144743826,483.8176144743826,0.5
152,486.31263992017074,486.81263992017074,0.5
153,489.69541563592185,490.19541563592185,0.5
154,492.90789942315257,493.40789942315257,0.5
155,495.9067346768908,496.4067346768908,0.5
156,499.6230798947282,500.1230798947282,0.5
157,502.5450116086848,503.0450116086848,0.5
158,505.4123043570651,505.9123043570651,0.5
159,508.9821958102356,509.4821958102356,0.5
160,511.85626878646656,512.3562687864666,0.5
161,515.4089420732637,515.9089420732637,0.5
162,518.68356430032,519.18356430032,0.5
163,521.4880287528513,521.9880287528513,0.5
164,525.0451604743737,525.5451604743737,0.5
165,528.1353614659153,528.6353614659153,0.5
166,531.4175373445302,531.9175373445302,0.5
167,534.8328039410652,535.3328039410652,0.5
168,537.6046877533371,538.1046877533371,0.5
169,540.7033381756694,541.2033381756694,0.5
170,543.8765025546189,544.3765025546189,0.5
171,547.0915634155541,547.5915634155541,0.5
172,550.4396251626675,550.9396251626675,0.5
173,553.7235959315169,554.2235959315169,0.5
174,556.9110237284228,557.4110237284228,0.5
175,560.2214422503673,560.7214422503673,0.5
176,563.2589260109388,563.7589260109388,0.5
177,566.7473524799979,567.2473524799979,0.5
178,569.604034329922,570.104034329922,0.5
179,573.4013195618908,573.9013195618908,0.5
180,576.1827392301291,576.6827392301291,0.5
181,579.086494281296,579.586494281296,0.5
182,582.2440673249702,582.7440673249702,0.5
183,585.7550603396343,586.2550603396343,0.5
184,588.8141933315236,589.3141933315236,0.5
185,592.2020060194104,592.7020060194104,0.5
186,595.35417347751,595.85417347751,0.5
187,598.4452802020671,598.9452802020671,0.5
188,601.4908072729879,601.9908072729879,0.5
189,604.5575166036676,605.0575166036676,0.5
190,607.9715030901946,608.4715030901946,0.5
191,611.4324058714759,611.9324058714759,0.5
192,614.5042648934404,615.0042648934404,0.5
193,617.4126184208753,617.9126184208753,0.5
194,620.896722393791,621.396722393791,0.5
195,624.1394697165698,624.6394697165698,0.5
196,627.085954785387,627.585954785387,0.5
197,630.4937913258195,630.9937913258195,0.5
198,633.6750080803229,634.1750080803229,0.5
199,636.6350923090707,637.1350923090707,0.5
200,640.1355638727097,640.6355638727097,0.5
201,643.3764833379169,643.8764833379169,0.5
202,646.6812567132815,647.1812567132815,0.5
203,649.8757269070567,650.3757269070567,0.5
204,652.5897526550615,653.0897526550615,0.5
205,655.878041552673,656.378041552673,0.5
206,659.3689336461009,659.8689336461009,0.5
207,662.5690038148448,663.0690038148448,0.5
208,665.7695761939268,666.2695761939268,0.5
209,669.6374329867998,670.1374329867998,0.5
210,672.1813848228107,672.6813848228107,0.5
211,675.4946398807114,675.9946398807114,0.5
212,678.658647137377,679.158647137377,0.5
213,681.7984450669428,682.2984450669428,0.5
214,684.8054329997567,685.3054329997567,0.5
215,688.2206007247867,688.7206007247867,0.5
216,691.1145618697838,691.6145618697838,0.5
217,694.4220832233465,694.9220832233465,0.5
218,697.5726942671317,698.0726942671317,0.5
219,700.8864618365781,701.3864618365781,0.5
220,704.5333387540387,705.0333387540387,0.5
221,706.8972740341889,707.3972740341889,0.5
222,710.6082991427853,711.1082991427853,0.5
223,713.3488239624758,713.8488239624758,0.5
224,716.7773007955589,717.2773007955589,0.5
225,720.2897973201135,720.7897973201135,0.5
226,723.2851832365424,723.7851832365424,0.5
227,726.2570983091406,726.7570983091406,0.5
228,729.5299065548777,730.0299065548777,0.5
229,733.0092068785199,733.5092068785199,0.5
230,735.9275340343926,736.4275340343926,0.5
231,739.3172191106556,739.8172191106556,0.5
232,742.4833617927231,742.9833617927231,0.5
233,745.5442473872245,746.0442473872245,0.5
234,749.303676306614,749.803676306614,0.5
235,752.2019913252157,752.7019913252157,0.5
236,754.8704990354237,755.3704990354237,0.5
237,758.5131384477123,759.0131384477123,0.5
238,761.543810323808,762.043810323808,0.5
239,765.0469743157241,765.5469743157241,0.5
240,767.9183035330815,768.4183035330815,0.5
241,771.2541804244779,771.7541804244779,0.5
242,774.5784452005705,775.0784452005705,0.5
243,777.8509188156116,778.3509188156116,0.5
244,780.6380285273697,781.1380285273697,0.5
245,784.0115075936159,784.5115075936159,0.5
246,787.183738810555,787.683738810555,0.5
247,790.3483820582758,790.8483820582758,0.5
248,794.0324587848498,794.5324587848498,0.5
249,796.960684310989,797.460684310989,0.5
250,799.827831209933,800.327831209933,0.5
251,803.4639004222142,803.9639004222142,0.5
252,806.905079304209,807.405079304209,0.5
253,809.8874611489199,810.3874611489199,0.5
254,812.577414135622,813.077414135622,0.5
255,815.9847613462427,816.4847613462427,0.5
256,819.5353104226566,820.0353104226566,0.5
257,822.3407143316987,822.8407143316987,0.5
258,825.7713321424549,826.2713321424549,0.5
259,829.0378150995147,829.5378150995147,0.5
260,831.8978222265164,832.3978222265164,0.5
261,835.2716232816229,835.7716232816229,0.5
262,837.8355949168247,838.3355949168247,0.5
263,841.4792908885748,841.9792908885748,0.5
264,844.8339748185663,845.3339748185663,0.5
265,847.835251844455,848.335251844455,0.5
266,851.6116107736375,852.1116107736375,0.5
267,854.1994202692623,854.6994202692623,0.5
268,857.5977596795183,858.0977596795183,0.5
269,860.9122367243181,861.4122367243181,0.5
270,864.3746632986773,864.8746632986773,0.5
271,866.9995562426313,867.4995562426313,0.5
272,870.7196814553014,871.2196814553014,0.5
273,873.6894153490775,874.1894153490775,0.5
274,876.6913870386672,877.1913870386672,0.5
275,880.1804294957327,880.6804294957327,0.5
276,883.3281407719979,883.8281407719979,0.5
277,886.3686054894546,886.8686054894546,0.5
278,889.7029293138876,890.2029293138876,0.5
279,892.8122262095204,893.3122262095204,0.5
280,896.1123124299463,896.6123124299463,0.5
281,899.4223551278035,899.9223551278035,0.5
282,902.8074523881315,903.3074523881315,0.5
283,905.4430059571403,905.9430059571403,0.5
284,909.31749576384,909.81749576384,0.5
285,911.7007915610076,912.2007915610076,0.5
286,915.2611721339081,915.7611721339081,0.5
287,918.6095126262154,919.1095126262154,0.5
288,921.7483675904687,922.2483675904687,0.5
289,924.7679493449607,925.2679493449607,0.5
290,928.0511848308565,928.5511848308565,0.5
291,931.1945291259995,931.6945291259995,0.5
292,934.3755763935457,934.8755763935457,0.5
293,937.8636897963419,938.3636897963419,0.5
294,940.9654925061338,941.4654925061338,0.5
295,943.9558275218918,944.4558275218918,0.5
296,947.4746494480339,947.9746494480339,0.5
297,950.5565094091257,951.0565094091257,0.5
298,953.8579419607214,954.3579419607214,0.5
299,957.0216153373416,957.5216153373416,0.5
300,959.9302105987757,960.4302105987757,0.5
301,963.1842934249238,963.6842934249238,0.5
302,966.646108385991,967.146108385991,0.5
303,969.8190437500564,970.3190437500564,0.5
304,972.89310941018,973.39310941018,0.5
305,976.1210752376378,976.6210752376378,0.5
306,979.553462772137,980.053462772137,0.5
307,982.3799355472153,982.8799355472153,0.5
308,985.8079893332197,986.3079893332197,0.5
309,988.8584513585021,989.3584513585021,0.5
310,992.0556736803466,992.5556736803466,0.5
311,995.5192853233928,996.0192853233928,0.5
312,998.6649332547961,999.1649332547961,0.5
313,1001.8628719442017,1002.3628719442017,0.5
314,1005.1615858104357,1005.6615858104357,0.5
315,1008.1050108493346,1008.6050108493346,0.5
316,1011.4375207072702,1011.9375207072702,0.5
317,1014.4393967936958,1014.9393967936958,0.5
318,1017.7666034475154,1018.2666034475154,0.5
319,1020.8760615981473,1021.3760615981473,0.5
320,1024.1218094340225,1024.6218094340225,0.5
321,1027.4217616781145,1027.9217616781145,0.5
322,1030.3394061683837,1030.8394061683837,0.5
323,1034.1218477921707,1034.6218477921707,0.5
324,1036.702486892737,1037.202486892737,0.5
325,1039.8611726784825,1040.3611726784825,0.5
326,1043.5359526077434,1044.0359526077434,0.5
327,1046.6629830038391,1047.1629830038391,0.5
328,1049.8297944604599,1050.3297944604599,0.5
329,1053.0309596309057,1053.5309596309057,0.5
330,1056.1031612064867,1056.6031612064867,0.5
331,1059.126479718762,1059.626479718762,0.5
332,1062.5214115367012,1063.0214115367012,0.5
333,1065.5711383147632,1066.0711383147632,0.5
334,1069.1019146357523,1069.6019146357523,0.5
335,1072.0777992447715,1072.5777992447715,0.5
336,1075.1424313137168,1075.6424313137168,0.5
337,1078.443573616748,1078.943573616748,0.5
338,1081.7907571079368,1082.2907571079368,0.5
339,1084.795745938524,1085.295745938524,0.5
340,1087.9443668019746,1088.4443668019746,0.5
341,1091.3578683553897,1091.8578683553897,0.5
342,1094.558444259316,1095.058444259316,0.5
343,1097.6083823420233,1098.1083823420233,0.5
344,1100.8158833479772,1101.3158833479772,0.5
345,1104.1568210285757,1104.6568210285757,0.5
346,1107.0211142048079,1107.5211142048079,0.5
347,1110.2295583502353,1110.7295583502353,0.5
348,1113.5676822928633,1114.0676822928633,0.5
349,1116.8690017387746,1117.3690017387746,0.5
350,1120.1741927142398,1120.6741927142398,0.5
351,1123.6074024765132,1124.1074024765132,0.5
352,1126.6841831897668,1127.1841831897668,0.5
353,1129.680983591137,1130.180983591137,0.5
354,1132.9094880875523,1133.4094880875523,0.5
355,1135.9131054882084,1136.4131054882084,0.5
356,1139.3102287659408,1139.8102287659408,0.5
357,1142.4565196973583,1142.9565196973583,0.5
358,1145.7791151692134,1146.2791151692134,0.5
359,1148.7494453004383,1149.2494453004383,0.5
360,1152.2190808240002,1152.7190808240002,0.5
361,1155.6220793357559,1156.1220793357559,0.5
362,1158.494099555467,1158.994099555467,0.5
363,1161.7965139615815,1162.2965139615815,0.5
364,1165.054520447507,1165.554520447507,0.5
365,1168.0365675867909,1168.5365675867909,0.5
366,1171.3619502095332,1171.8619502095332,0.5
367,1174.5199702253308,1175.0199702253308,0.5
368,1177.7373069968874,1178.2373069968874,0.5
369,1180.7634898524097,1181.2634898524097,0.5
370,1184.1233138760358,1184.6233138760358,0.5
371,1187.4183315314365,1187.9183315314365,0.5
372,1190.8092806267496,1191.3092806267496,0.5
373,1193.9112261024109,1194.4112261024109,0.5
374,1197.3503284606993,1197.8503284606993,0.5
375,1199.9665424886225,1200.4665424886225,0.5
376,1203.4947961605474,1203.9947961605474,0.5
377,1206.557320466354,1207.057320466354,0.5
378,1210.1589326838532,1210.6589326838532,0.5
379,1212.7596324721417,1213.2596324721417,0.5
380,1215.95366779278,1216.45366779278,0.5
381,1219.2020536641305,1219.7020536641305,0.5
382,1222.0974730803605,1222.5974730803605,0.5
383,1225.6174212528895,1226.1174212528895,0.5
384,1228.7710657569182,1229.2710657569182,0.5
385,1232.1532910785274,1232.6532910785274,0.5
386,1235.3918835483908,1235.8918835483908,0.5
387,1238.8990865530816,1239.3990865530816,0.5
388,1241.9142571848788,1242.4142571848788,0.5
389,1244.8091117181123,1245.3091117181123,0.5
390,1247.9451295469783,1248.4451295469783,0.5
391,1251.4235163475525,1251.9235163475525,0.5
392,1254.2614059038503,1254.7614059038503,0.5
393,1258.0920643304285,1258.5920643304285,0.5
394,1261.1619806334052,1261.6619806334052,0.5
395,1264.032577510843,1264.532577510843,0.5
396,1266.9841057674491,1267.4841057674491,0.5
397,1270.7978271801037,1271.2978271801037,0.5
398,1273.7044647682233,1274.2044647682233,0.5
399,1277.1752560316716,1277.6752560316716,0.5
400,1279.809127269521,1280.309127269521,0.5
401,1283.2084578286924,1283.7084578286924,0.5
402,1286.52970160523,1287.02970160523,0.5
403,1289.7383690160425,1290.2383690160425,0.5
404,1292.839279834997,1293.339279834997,0.5
405,1296.2541829477655,1296.7541829477655,0.5
406,1299.1164089074227,1299.6164089074227,0.5
407,1302.5017771282983,1303.0017771282983,0.5
408,1305.754632183648,1306.254632183648,0.5
409,1309.0337808561208,1309.5337808561208,0.5
410,1312.27353609693,1312.77353609693,0.5
411,1315.1066047349475,1315.6066047349475,0.5
412,1318.2250303511712,1318.7250303511712,0.5
413,1321.9877085817013,1322.4877085817013,0.5
414,1324.9989560517208,1325.4989560517208,0.5
415,1327.9831159740168,1328.4831159740168,0.5
416,1331.6433637084358,1332.1433637084358,0.5
417,1334.556588272193,1335.056588272193,0.5
418,1337.9696328141504,1338.4696328141504,0.5
419,1340.947597105623,1341.447597105623,0.5
420,1344.5465630263204,1345.0465630263204,0.5
421,1347.685801641836,1348.185801641836,0.5
422,1350.4852606756547,1350.9852606756547,0.5
423,1353.9296877275444,1354.4296877275444,0.5
424,1357.0647687592739,1357.5647687592739,0.5
425,1360.4097399128664,1360.9097399128664,0.5
426,1363.1433489412473,1363.6433489412473,0.5
427,1366.6738639573662,1367.1738639573662,0.5
428,1369.9486585947395,1370.4486585947395,0.5
429,1372.5855458320882,1373.0855458320882,0.5
430,1375.9009620588429,1376.4009620588429,0.5
431,1378.9300873578272,1379.4300873578272,0.5
432,1382.4843724584937,1382.9843724584937,0.5
433,1385.882082308545,1386.382082308545,0.5
434,1389.2393652998082,1389.7393652998082,0.5
435,1392.1540328774759,1392.6540328774759,0.5
436,1395.6652570625095,1396.1652570625095,0.5
437,1398.2638336937555,1398.7638336937555,0.5
438,1401.3994975295307,1401.8994975295307,0.5
439,1404.9293845096256,1405.4293845096256,0.5
440,1408.217627171196,1408.717627171196,0.5
441,1411.3345951637925,1411.8345951637925,0.5
442,1414.1279657254065,1414.6279657254065,0.5
443,1417.723950169515,1418.223950169515,0.5
444,1420.68120030932,1421.18120030932,0.5
445,1424.2763487511902,1424.7763487511902,0.5
446,1427.4160539226468,1427.9160539226468,0.5
447,1430.3550783481649,1430.8550783481649,0.5
448,1433.6406009539662,1434.1406009539662,0.5
449,1436.731851665059,1437.231851665059,0.5
450,1440.1314785819854,1440.6314785819854,0.5
451,1443.5353628975436,1444.0353628975436,0.5
452,1446.3475092561794,1446.8475092561794,0.5
453,1449.8457838005531,1450.3457838005531,0.5
454,1452.8392430057784,1453.3392430057784,0.5
455,1455.9870399950037,1456.4870399950037,0.5
456,1459.3245285214684,1459.8245285214684,0.5
457,1462.3392061609786,1462.8392061609786,0.5
458,1465.6358447963964,1466.1358447963964,0.5
459,1468.707319110951,1469.207319110951,0.5
460,1472.5401597480552,1473.0401597480552,0.5
461,1475.3545874638696,1475.8545874638696,0.5
462,1478.40790968388,1478.90790968388,0.5
463,1481.7909707996284,1482.2909707996284,0.5
464,1484.9260292395468,1485.4260292395468,0.5
465,1488.1046209615815,1488.6046209615815,0.5
466,1491.4719682534999,1491.9719682534999,0.5
467,1494.700956487504,1495.200956487504,0.5
468,1497.6436747479756,1498.1436747479756,0.5
469,1500.8349313613721,1501.3349313613721,0.5
470,1504.095404702074,1504.595404702074,0.5
471,1506.8903508405601,1507.3903508405601,0.5
472,1510.2480168930706,1510.7480168930706,0.5
473,1514.0247499910024,1514.5247499910024,0.5
474,1517.2806887122172,1517.7806887122172,0.5
475,1520.1022079936088,1520.6022079936088,0.5
476,1523.4676466261344,1523.9676466261344,0.5
477,1526.6149052964352,1527.1149052964352,0.5
478,1530.3687514592207,1530.8687514592207,0.5
479,1533.1772103118199,1533.6772103118199,0.5
480,1536.12803184324,1536.62803184324,0.5
481,1539.1628273054193,1539.6628273054193,0.5
482,1542.232966161491,1542.732966161491,0.5
483,1545.795268184719,1546.295268184719,0.5
484,1548.8036253404919,1549.3036253404919,0.5
485,1551.8707647796325,1552.3707647796325,0.5
486,1555.2262209767068,1555.7262209767068,0.5
487,1558.3395459848355,1558.8395459848355,0.5
488,1562.0936039445762,1562.5936039445762,0.5
489,1565.1328236009547,1565.6328236009547,0.5
490,1568.1552211533049,1568.6552211533049,0.5
491,1571.6531245413494,1572.1531245413494,0.5
492,1574.572929407104,1575.072929407104,0.5
493,1577.5855189373121,1578.0855189373121,0.5
494,1581.262720625035,1581.762720625035,0.5
495,1584.2661978503209,1584.7661978503209,0.5
496,1587.151286642722,1587.651286642722,0.5
497,1590.5209881699736,1591.0209881699736,0.5
498,1593.5842522869166,1594.0842522869166,0.5
499,1596.683136023404,1597.183136023404,0.5
500,1600.3452515111064,1600.8452515111064,0.5
501,1603.7422193616974,1604.2422193616974,0.5
502,1606.2809425508426,1606.7809425508426,0.5
503,1609.8735699449478,1610.3735699449478,0.5
504,1612.8311676157887,1613.3311676157887,0.5
505,1616.0641910848633,1616.5641910848633,0.5
506,1619.2434574087715,1619.7434574087715,0.5
507,1622.3894580716865,1622.8894580716865,0.5
508,1625.7722805832145,1626.2722805832145,0.5
509,1628.7967062663465,1629.2967062663465,0.5
510,1632.217307686788,1632.717307686788,0.5
511,1635.3534887317455,1635.8534887317455,0.5
512,1638.5160667762652,1639.0160667762652,0.5
513,1641.5826636852335,1642.0826636852335,0.5
514,1644.8491421835313,1645.3491421835313,0.5
515,1648.3158947268132,1648.8158947268132,0.5
516,1651.4653199511763,1651.9653199511763,0.5
517,1654.3699454966948,1654.8699454966948,0.5
518,1657.7856430387435,1658.2856430387435,0.5
519,1661.1163740343352,1661.6163740343352,0.5
520,1663.8325355854397,1664.3325355854397,0.5
521,1667.4754087121432,1667.9754087121432,0.5
522,1670.4345319538813,1670.9345319538813,0.5
523,1673.8814964713922,1674.3814964713922,0.5
524,1676.8150449383684,1677.3150449383684,0.5
525,1679.8070403815473,1680.3070403815473,0.5
526,1683.0428283461067,1683.5428283461067,0.5
527,1686.5782738550188,1687.0782738550188,0.5
528,1689.820921398034,1690.320921398034,0.5
529,1692.788433604672,1693.288433604672,0.5
530,1696.2973354534515,1696.7973354534515,0.5
531,1699.0376329812455,1699.5376329812455,0.5
532,1702.557041065973,1703.057041065973,0.5
533,1705.5283738177532,1706.0283738177532,0.5
534,1708.8405298681485,1709.3405298681485,0.5
535,1712.1806968559754,1712.6806968559754,0.5
536,1715.1994544806585,1715.6994544806585,0.5
537,1718.4949460768726,1718.9949460768726,0.5
538,1721.9734357795646,1722.4734357795646,0.5
539,1724.8571188758203,1725.3571188758203,0.5
540,1728.3399557041412,1728.8399557041412,0.5
541,1731.1471959428,1731.6471959428,0.5
542,1734.6794181813175,1735.1794181813175,0.5
543,1738.062091101869,1738.562091101869,0.5
544,1740.4797685097153,1740.9797685097153,0.5
545,1744.01503839065,1744.51503839065,0.5
546,1747.4901518991833,1747.9901518991833,0.5
547,1750.534448428542,1751.034448428542,0.5
548,1753.8496067124279,1754.3496067124279,0.5
549,1756.8549005324137,1757.3549005324137,0.5
550,1760.1933355592546,1760.6933355592546,0.5
551,1763.345202186685,1763.845202186685,0.5
552,1766.8102140780986,1767.3102140780986,0.5
553,1769.82786186643,1770.32786186643,0.5
554,1773.0448182621878,1773.5448182621878,0.5
555,1776.0952423685515,1776.5952423685515,0.5
556,1779.2804165489647,1779.7804165489647,0.5
557,1782.4917461882185,1782.9917461882185,0.5
558,1785.8574682862613,1786.3574682862613,0.5
559,1788.8947009936248,1789.3947009936248,0.5
560,1792.2371728931714,1792.7371728931714,0.5
561,1795.7946181135244,1796.2946181135244,0.5
562,1798.754082926485,1799.254082926485,0.5
563,1801.714973311368,1802.214973311368,0.5
564,1805.2207408342379,1805.7207408342379,0.5
565,1808.0992030072039,1808.5992030072039,0.5
566,1810.9735132067756,1811.4735132067756,0.5
567,1814.379840883631,1814.879840883631,0.5
568,1817.4076197936124,1817.9076197936124,0.5
569,1820.9117955130125,1821.4117955130125,0.5
570,1824.186101917662,1824.686101917662,0.5
571,1827.7180257362822,1828.2180257362822,0.5
572,1830.6484437805834,1831.1484437805834,0.5
573,1833.7395582320719,1834.2395582320719,0.5
574,1837.1495794860737,1837.6495794860737,0.5
575,1839.7417913400386,1840.2417913400386,0.5
576,1843.431461345465,1843.931461345465,0.5
577,1846.738831504624,1847.238831504624,0.5
578,1849.4892612486935,1849.9892612486935,0.5
579,1853.214049338494,1853.714049338494,0.5
580,1856.2533178433548,1856.7533178433548,0.5
581,1859.302881011079,1859.802881011079,0.5
582,1862.7128149990838,1863.2128149990838,0.5
583,1866.2407172294265,1866.7407172294265,0.5
584,1869.0232719408807,1869.5232719408807,0.5
585,1872.236862839132,1872.736862839132,0.5
586,1875.2956665739673,1875.7956665739673,0.5
587,1878.4178899119856,1878.9178899119856,0.5
588,1881.9542459811905,1882.4542459811905,0.5
589,1884.8172820847033,1885.3172820847033,0.5
590,1888.2031321293318,1888.7031321293318,0.5
591,1891.293607424538,1891.793607424538,0.5
592,1894.6852549110438,1895.1852549110438,0.5
593,1897.856511398955,1898.356511398955,0.5
594,1901.1976069987525,1901.6976069987525,0.5
595,1904.088415762133,1904.588415762133,0.5
596,1907.3367640868487,1907.8367640868487,0.5
597,1910.3953063627541,1910.8953063627541,0.5
598,1913.7025204858985,1914.2025204858985,0.5
599,1917.067159268526,1917.567159268526,0.5
600,1920.3434169252494,1920.8434169252494,0.5
601,1923.207906169088,1923.707906169088,0.5
602,1926.7665804499475,1927.2665804499475,0.5
603,1930.0641068696907,1930.5641068696907,0.5
604,1933.0759863105775,1933.5759863105775,0.5
605,1936.5689785244476,1937.0689785244476,0.5
606,1939.2391815541187,1939.7391815541187,0.5
607,1942.34532848528,1942.84532848528,0.5
608,1945.4388354081648,1945.9388354081648,0.5
609,1949.2941083522467,1949.7941083522467,0.5
610,1952.326092653223,1952.826092653223,0.5
611,1955.3844226197732,1955.8844226197732,0.5
612,1958.6518533112226,1959.1518533112226,0.5
613,1961.5710818085022,1962.0710818085022,0.5
